Country,YearsCodePro,YearsCodeProCount
Cuba,9-11 years,6.0
Cuba,> 20 years,1.0
Cyprus,0-2 years,7.0
Cyprus,12-14 years,2.0
Cyprus,15-17 years,2.0
Cyprus,18-20 years,2.0
Cyprus,3-5 years,14.0
Cyprus,6-8 years,6.0
Cyprus,9-11 years,7.0
Czech Republic,0-2 years,161.0
Czech Republic,12-14 years,32.0
Czech Republic,15-17 years,32.0
Czech Republic,18-20 years,23.0
Czech Republic,3-5 years,175.0
Czech Republic,6-8 years,128.0
Czech Republic,9-11 years,74.0
Czech Republic,> 20 years,24.0
C̫te d'Ivoire,3-5 years,5.0
Democratic Republic of the Congo,0-2 years,1.0
Democratic Republic of the Congo,3-5 years,2.0
Democratic Republic of the Congo,9-11 years,1.0
Denmark,0-2 years,143.0
Denmark,12-14 years,41.0
Denmark,15-17 years,25.0
Denmark,18-20 years,23.0
Denmark,3-5 years,148.0
Denmark,6-8 years,66.0
Denmark,9-11 years,49.0
Denmark,> 20 years,45.0
Dominica,18-20 years,1.0
Dominica,6-8 years,1.0
Dominican Republic,0-2 years,30.0
Dominican Republic,12-14 years,4.0
Dominican Republic,15-17 years,1.0
Dominican Republic,18-20 years,1.0
Dominican Republic,3-5 years,31.0
Dominican Republic,6-8 years,13.0
Dominican Republic,9-11 years,8.0
Ecuador,0-2 years,18.0
Ecuador,12-14 years,5.0
Ecuador,15-17 years,2.0
Ecuador,18-20 years,2.0
Ecuador,3-5 years,9.0
Ecuador,6-8 years,5.0
Ecuador,9-11 years,5.0
Ecuador,> 20 years,1.0
Egypt,0-2 years,162.0
Egypt,12-14 years,8.0
Egypt,15-17 years,2.0
Egypt,18-20 years,1.0
Egypt,3-5 years,68.0
Egypt,6-8 years,30.0
Egypt,9-11 years,15.0
Egypt,> 20 years,1.0
El Salvador,0-2 years,15.0
El Salvador,12-14 years,1.0
El Salvador,15-17 years,1.0
El Salvador,3-5 years,10.0
El Salvador,6-8 years,9.0
El Salvador,9-11 years,3.0
Eritrea,3-5 years,1.0
Estonia,0-2 years,45.0
Estonia,12-14 years,9.0
Estonia,15-17 years,7.0
Estonia,18-20 years,8.0
Estonia,3-5 years,37.0
Estonia,6-8 years,25.0
Estonia,9-11 years,26.0
Estonia,> 20 years,5.0
Ethiopia,0-2 years,21.0
Ethiopia,12-14 years,1.0
Ethiopia,18-20 years,1.0
Ethiopia,3-5 years,9.0
Ethiopia,6-8 years,3.0
Fiji,0-2 years,2.0
Fiji,3-5 years,2.0
Fiji,6-8 years,1.0
Fiji,> 20 years,1.0
Finland,0-2 years,117.0
Finland,12-14 years,24.0
Finland,15-17 years,32.0
Finland,18-20 years,29.0
Finland,3-5 years,96.0
Finland,6-8 years,62.0
Finland,9-11 years,63.0
Finland,> 20 years,18.0
France,0-2 years,629.0
France,12-14 years,121.0
France,15-17 years,66.0
France,18-20 years,72.0
France,3-5 years,554.0
France,6-8 years,284.0
France,9-11 years,225.0
France,> 20 years,75.0
Gabon,0-2 years,1.0
Gabon,3-5 years,1.0
Gabon,> 20 years,1.0
Gambia,0-2 years,2.0
Gambia,9-11 years,1.0
Georgia,0-2 years,19.0
Georgia,12-14 years,2.0
Georgia,18-20 years,1.0
Georgia,3-5 years,18.0
Georgia,6-8 years,1.0
Georgia,9-11 years,5.0
Georgia,> 20 years,1.0
Germany,0-2 years,1303.0
Germany,12-14 years,342.0
Germany,15-17 years,237.0
Germany,18-20 years,173.0
Germany,3-5 years,1517.0
Germany,6-8 years,813.0
Germany,9-11 years,551.0
Germany,> 20 years,253.0
Ghana,0-2 years,31.0
Ghana,3-5 years,19.0
Ghana,6-8 years,9.0
Greece,0-2 years,156.0
Greece,12-14 years,21.0
Greece,15-17 years,30.0
Greece,18-20 years,16.0
Greece,3-5 years,93.0
Greece,6-8 years,54.0
Greece,9-11 years,32.0
Greece,> 20 years,17.0
Grenada,3-5 years,1.0
Guatemala,0-2 years,7.0
Guatemala,12-14 years,1.0
Guatemala,15-17 years,2.0
Guatemala,18-20 years,1.0
Guatemala,3-5 years,15.0
Guatemala,6-8 years,7.0
Guatemala,9-11 years,2.0
Guatemala,> 20 years,4.0
Guinea,3-5 years,1.0
Guyana,0-2 years,1.0
Guyana,3-5 years,1.0
Haiti,0-2 years,1.0
Haiti,12-14 years,1.0
Haiti,3-5 years,1.0
Haiti,9-11 years,1.0
Honduras,0-2 years,10.0
Honduras,18-20 years,1.0
Honduras,3-5 years,5.0
Honduras,6-8 years,3.0
Honduras,9-11 years,1.0
Hong Kong (S.A.R.),0-2 years,54.0
Hong Kong (S.A.R.),12-14 years,8.0
Hong Kong (S.A.R.),15-17 years,7.0
Hong Kong (S.A.R.),18-20 years,5.0
Hong Kong (S.A.R.),3-5 years,61.0
Hong Kong (S.A.R.),6-8 years,25.0
Hong Kong (S.A.R.),9-11 years,9.0
Hong Kong (S.A.R.),> 20 years,5.0
Hungary,0-2 years,88.0
Hungary,12-14 years,29.0
Hungary,15-17 years,15.0
Hungary,18-20 years,19.0
Hungary,3-5 years,100.0
Hungary,6-8 years,72.0
Hungary,9-11 years,43.0
Hungary,> 20 years,16.0
Iceland,0-2 years,6.0
Iceland,12-14 years,4.0
Iceland,15-17 years,3.0
Iceland,18-20 years,2.0
Iceland,3-5 years,7.0
Iceland,6-8 years,4.0
Iceland,9-11 years,4.0
Iceland,> 20 years,1.0
India,0-2 years,4175.0
India,12-14 years,185.0
India,15-17 years,62.0
India,18-20 years,38.0
India,3-5 years,3502.0
India,6-8 years,1329.0
India,9-11 years,430.0
India,> 20 years,43.0
Indonesia,0-2 years,218.0
Indonesia,12-14 years,6.0
Indonesia,15-17 years,7.0
Indonesia,18-20 years,4.0
Indonesia,3-5 years,135.0
Indonesia,6-8 years,42.0
Indonesia,9-11 years,19.0
Indonesia,> 20 years,6.0
"Iran, Islamic Republic of...",0-2 years,209.0
"Iran, Islamic Republic of...",12-14 years,27.0
"Iran, Islamic Republic of...",15-17 years,15.0
"Iran, Islamic Republic of...",18-20 years,6.0
"Iran, Islamic Republic of...",3-5 years,242.0
"Iran, Islamic Republic of...",6-8 years,120.0
"Iran, Islamic Republic of...",9-11 years,51.0
"Iran, Islamic Republic of...",> 20 years,5.0
Iraq,0-2 years,16.0
Iraq,18-20 years,1.0
Iraq,3-5 years,7.0
Iraq,6-8 years,2.0
Iraq,9-11 years,1.0
Iraq,> 20 years,1.0
Ireland,0-2 years,103.0
Ireland,12-14 years,31.0
Ireland,15-17 years,27.0
Ireland,18-20 years,29.0
Ireland,3-5 years,115.0
Ireland,6-8 years,61.0
Ireland,9-11 years,53.0
Ireland,> 20 years,36.0
Israel,0-2 years,147.0
Israel,12-14 years,73.0
Israel,15-17 years,47.0
Israel,18-20 years,47.0
Israel,3-5 years,221.0
Israel,6-8 years,149.0
Israel,9-11 years,89.0
Israel,> 20 years,32.0
Italy,0-2 years,306.0
Italy,12-14 years,87.0
Italy,15-17 years,67.0
Italy,18-20 years,67.0
Italy,3-5 years,300.0
Italy,6-8 years,183.0
Italy,9-11 years,148.0
Italy,> 20 years,80.0
Jamaica,0-2 years,5.0
Jamaica,12-14 years,1.0
Jamaica,15-17 years,1.0
Jamaica,3-5 years,4.0
Jamaica,> 20 years,2.0
Japan,0-2 years,69.0
Japan,12-14 years,19.0
Japan,15-17 years,23.0
Japan,18-20 years,9.0
Japan,3-5 years,68.0
Japan,6-8 years,43.0
Japan,9-11 years,38.0
Japan,> 20 years,12.0
Jordan,0-2 years,19.0
Jordan,12-14 years,5.0
Jordan,18-20 years,2.0
Jordan,3-5 years,20.0
Jordan,6-8 years,14.0
Jordan,9-11 years,6.0
Kazakhstan,0-2 years,29.0
Kazakhstan,12-14 years,1.0
Kazakhstan,15-17 years,3.0
Kazakhstan,18-20 years,1.0
Kazakhstan,3-5 years,34.0
Kazakhstan,6-8 years,12.0
Kazakhstan,9-11 years,3.0
Kenya,0-2 years,78.0
Kenya,12-14 years,3.0
Kenya,18-20 years,1.0
Kenya,3-5 years,43.0
Kenya,6-8 years,14.0
Kenya,9-11 years,4.0
Kenya,> 20 years,1.0
Kuwait,0-2 years,4.0
Kuwait,12-14 years,1.0
Kuwait,15-17 years,1.0
Kuwait,3-5 years,7.0
Kuwait,6-8 years,4.0
Kuwait,9-11 years,1.0
Kyrgyzstan,0-2 years,11.0
Kyrgyzstan,3-5 years,2.0
Kyrgyzstan,6-8 years,2.0
Kyrgyzstan,9-11 years,1.0
Latvia,0-2 years,32.0
Latvia,12-14 years,7.0
Latvia,15-17 years,4.0
Latvia,18-20 years,5.0
Latvia,3-5 years,36.0
Latvia,6-8 years,23.0
Latvia,9-11 years,17.0
Latvia,> 20 years,1.0
Lebanon,0-2 years,38.0
Lebanon,12-14 years,3.0
Lebanon,15-17 years,2.0
Lebanon,3-5 years,22.0
Lebanon,6-8 years,11.0
Lebanon,9-11 years,8.0
Lebanon,> 20 years,2.0
Lesotho,3-5 years,2.0
Liberia,3-5 years,1.0
Libyan Arab Jamahiriya,0-2 years,3.0
Libyan Arab Jamahiriya,12-14 years,1.0
Libyan Arab Jamahiriya,15-17 years,1.0
Libyan Arab Jamahiriya,18-20 years,1.0
Libyan Arab Jamahiriya,3-5 years,1.0
Libyan Arab Jamahiriya,6-8 years,1.0
Liechtenstein,0-2 years,1.0
Liechtenstein,3-5 years,3.0
Lithuania,0-2 years,71.0
Lithuania,12-14 years,12.0
Lithuania,15-17 years,2.0
Lithuania,18-20 years,5.0
Lithuania,3-5 years,67.0
Lithuania,6-8 years,29.0
Lithuania,9-11 years,23.0
Lithuania,> 20 years,7.0
Luxembourg,0-2 years,11.0
Luxembourg,12-14 years,3.0
Luxembourg,15-17 years,1.0
Luxembourg,18-20 years,1.0
Luxembourg,3-5 years,16.0
Luxembourg,6-8 years,12.0
Luxembourg,9-11 years,5.0
Luxembourg,> 20 years,1.0
Madagascar,0-2 years,5.0
Madagascar,18-20 years,1.0
Madagascar,3-5 years,6.0
Madagascar,6-8 years,2.0
Madagascar,9-11 years,1.0
Malawi,0-2 years,4.0
Malawi,3-5 years,1.0
Malawi,6-8 years,1.0
Malaysia,0-2 years,94.0
Malaysia,12-14 years,11.0
Malaysia,15-17 years,4.0
Malaysia,18-20 years,4.0
Malaysia,3-5 years,96.0
Malaysia,6-8 years,29.0
Malaysia,9-11 years,21.0
Malaysia,> 20 years,5.0
Maldives,18-20 years,1.0
Maldives,3-5 years,3.0
Maldives,9-11 years,1.0
Maldives,> 20 years,1.0
Mali,6-8 years,1.0
Malta,0-2 years,15.0
Malta,12-14 years,2.0
Malta,15-17 years,2.0
Malta,18-20 years,1.0
Malta,3-5 years,18.0
Malta,6-8 years,12.0
Malta,9-11 years,5.0
Malta,> 20 years,1.0
Marshall Islands,3-5 years,1.0
Mauritania,0-2 years,1.0
Mauritania,> 20 years,1.0
Mauritius,0-2 years,3.0
Mauritius,12-14 years,1.0
Mauritius,3-5 years,4.0
Mauritius,6-8 years,7.0
Mauritius,9-11 years,3.0
Mexico,0-2 years,173.0
Mexico,12-14 years,24.0
Mexico,15-17 years,13.0
Mexico,18-20 years,16.0
Mexico,3-5 years,193.0
Mexico,6-8 years,82.0
Mexico,9-11 years,50.0
Mexico,> 20 years,16.0
Monaco,15-17 years,2.0
Monaco,6-8 years,1.0
Mongolia,0-2 years,6.0
Mongolia,3-5 years,4.0
Mongolia,6-8 years,3.0
Mongolia,9-11 years,3.0
Mongolia,> 20 years,1.0
Montenegro,0-2 years,1.0
Montenegro,15-17 years,1.0
Montenegro,3-5 years,5.0
Montenegro,9-11 years,3.0
Morocco,0-2 years,96.0
Morocco,12-14 years,1.0
Morocco,15-17 years,2.0
Morocco,3-5 years,39.0
Morocco,6-8 years,5.0
Morocco,9-11 years,5.0
Mozambique,0-2 years,11.0
Mozambique,3-5 years,4.0
Myanmar,0-2 years,19.0
Myanmar,3-5 years,12.0
Myanmar,6-8 years,4.0
Myanmar,9-11 years,2.0
Myanmar,> 20 years,1.0
Namibia,0-2 years,3.0
Namibia,6-8 years,1.0
Namibia,> 20 years,1.0
Nauru,9-11 years,1.0
Nepal,0-2 years,125.0
Nepal,12-14 years,2.0
Nepal,3-5 years,54.0
Nepal,6-8 years,22.0
Nepal,9-11 years,7.0
Netherlands,0-2 years,426.0
Netherlands,12-14 years,96.0
Netherlands,15-17 years,69.0
Netherlands,18-20 years,69.0
Netherlands,3-5 years,360.0
Netherlands,6-8 years,233.0
Netherlands,9-11 years,164.0
Netherlands,> 20 years,91.0
New Zealand,0-2 years,104.0
New Zealand,12-14 years,23.0
New Zealand,15-17 years,37.0
New Zealand,18-20 years,33.0
New Zealand,3-5 years,105.0
New Zealand,6-8 years,59.0
New Zealand,9-11 years,41.0
New Zealand,> 20 years,48.0
Nicaragua,0-2 years,10.0
Nicaragua,12-14 years,2.0
Nicaragua,18-20 years,1.0
Nicaragua,3-5 years,4.0
Nicaragua,6-8 years,4.0
Niger,6-8 years,1.0
Nigeria,0-2 years,169.0
Nigeria,12-14 years,2.0
Nigeria,18-20 years,2.0
Nigeria,3-5 years,79.0
Nigeria,6-8 years,23.0
Nigeria,9-11 years,6.0
Nigeria,> 20 years,2.0
North Korea,0-2 years,2.0
Norway,0-2 years,120.0
Norway,12-14 years,35.0
Norway,15-17 years,25.0
Norway,18-20 years,31.0
Norway,3-5 years,104.0
Norway,6-8 years,72.0
Norway,9-11 years,46.0
Norway,> 20 years,40.0
Oman,0-2 years,5.0
Oman,12-14 years,1.0
Oman,3-5 years,2.0
Oman,6-8 years,4.0
Oman,> 20 years,1.0
Other Country (Not Listed Above),0-2 years,14.0
Other Country (Not Listed Above),12-14 years,4.0
Other Country (Not Listed Above),15-17 years,2.0
Other Country (Not Listed Above),18-20 years,2.0
Other Country (Not Listed Above),3-5 years,12.0
Other Country (Not Listed Above),6-8 years,11.0
Other Country (Not Listed Above),9-11 years,3.0
Other Country (Not Listed Above),> 20 years,8.0
Pakistan,0-2 years,406.0
Pakistan,12-14 years,13.0
Pakistan,15-17 years,6.0
Pakistan,3-5 years,249.0
Pakistan,6-8 years,87.0
Pakistan,9-11 years,21.0
Pakistan,> 20 years,4.0
Panama,0-2 years,11.0
Panama,15-17 years,1.0
Panama,18-20 years,2.0
Panama,3-5 years,5.0
Panama,6-8 years,4.0
Panama,9-11 years,4.0
Panama,> 20 years,2.0
Paraguay,0-2 years,7.0
Paraguay,12-14 years,4.0
Paraguay,15-17 years,2.0
Paraguay,3-5 years,14.0
Paraguay,6-8 years,9.0
Paraguay,9-11 years,2.0
Peru,0-2 years,30.0
Peru,12-14 years,3.0
Peru,15-17 years,1.0
Peru,18-20 years,2.0
Peru,3-5 years,27.0
Peru,6-8 years,22.0
Peru,9-11 years,7.0
Philippines,0-2 years,163.0
Philippines,12-14 years,7.0
Philippines,15-17 years,4.0
Philippines,18-20 years,2.0
Philippines,3-5 years,123.0
Philippines,6-8 years,43.0
Philippines,9-11 years,19.0
Philippines,> 20 years,7.0
Poland,0-2 years,551.0
Poland,12-14 years,99.0
Poland,15-17 years,37.0
Poland,18-20 years,22.0
Poland,3-5 years,504.0
Poland,6-8 years,269.0
Poland,9-11 years,183.0
Poland,> 20 years,11.0
Portugal,0-2 years,142.0
Portugal,12-14 years,18.0
Portugal,15-17 years,13.0
Portugal,18-20 years,10.0
Portugal,3-5 years,117.0
Portugal,6-8 years,72.0
Portugal,9-11 years,49.0
Portugal,> 20 years,13.0
Qatar,0-2 years,3.0
Qatar,3-5 years,7.0
Qatar,6-8 years,3.0
Qatar,9-11 years,2.0
Republic of Korea,0-2 years,18.0
Republic of Korea,12-14 years,1.0
Republic of Korea,15-17 years,1.0
Republic of Korea,18-20 years,1.0
Republic of Korea,3-5 years,8.0
Republic of Korea,6-8 years,3.0
Republic of Korea,9-11 years,3.0
Republic of Moldova,0-2 years,28.0
Republic of Moldova,12-14 years,2.0
Republic of Moldova,15-17 years,1.0
Republic of Moldova,3-5 years,15.0
Republic of Moldova,6-8 years,9.0
Republic of Moldova,9-11 years,4.0
Romania,0-2 years,168.0
Romania,12-14 years,49.0
Romania,15-17 years,15.0
Romania,18-20 years,16.0
Romania,3-5 years,190.0
Romania,6-8 years,129.0
Romania,9-11 years,86.0
Romania,> 20 years,6.0
Russian Federation,0-2 years,724.0
Russian Federation,12-14 years,106.0
Russian Federation,15-17 years,72.0
Russian Federation,18-20 years,41.0
Russian Federation,3-5 years,575.0
Russian Federation,6-8 years,369.0
Russian Federation,9-11 years,242.0
Russian Federation,> 20 years,42.0
Rwanda,0-2 years,5.0
Rwanda,3-5 years,6.0
Saint Lucia,3-5 years,1.0
San Marino,0-2 years,1.0
Saudi Arabia,0-2 years,34.0
Saudi Arabia,12-14 years,6.0
Saudi Arabia,15-17 years,3.0
Saudi Arabia,3-5 years,28.0
Saudi Arabia,6-8 years,12.0
Saudi Arabia,9-11 years,7.0
Saudi Arabia,> 20 years,3.0
Senegal,0-2 years,3.0
Senegal,3-5 years,2.0
Senegal,6-8 years,2.0
Senegal,9-11 years,1.0
Serbia,0-2 years,105.0
Serbia,12-14 years,10.0
Serbia,15-17 years,8.0
Serbia,18-20 years,6.0
Serbia,3-5 years,82.0
Serbia,6-8 years,44.0
Serbia,9-11 years,30.0
Serbia,> 20 years,6.0
Sierra Leone,6-8 years,1.0
Singapore,0-2 years,87.0
Singapore,12-14 years,12.0
Singapore,15-17 years,8.0
Singapore,18-20 years,2.0
Singapore,3-5 years,77.0
Singapore,6-8 years,55.0
Singapore,9-11 years,29.0
Singapore,> 20 years,6.0
Slovakia,0-2 years,60.0
Slovakia,12-14 years,15.0
Slovakia,15-17 years,9.0
Slovakia,18-20 years,10.0
Slovakia,3-5 years,54.0
Slovakia,6-8 years,26.0
Slovakia,9-11 years,23.0
Slovakia,> 20 years,4.0
Slovenia,0-2 years,52.0
Slovenia,12-14 years,10.0
Slovenia,15-17 years,9.0
Slovenia,18-20 years,10.0
Slovenia,3-5 years,64.0
Slovenia,6-8 years,15.0
Slovenia,9-11 years,24.0
Slovenia,> 20 years,14.0
Solomon Islands,0-2 years,1.0
Somalia,0-2 years,4.0
Somalia,3-5 years,3.0
South Africa,0-2 years,124.0
South Africa,12-14 years,37.0
South Africa,15-17 years,27.0
South Africa,18-20 years,32.0
South Africa,3-5 years,132.0
South Africa,6-8 years,93.0
South Africa,9-11 years,51.0
South Africa,> 20 years,29.0
South Korea,0-2 years,53.0
South Korea,12-14 years,2.0
South Korea,15-17 years,7.0
South Korea,18-20 years,6.0
South Korea,3-5 years,23.0
South Korea,6-8 years,14.0
South Korea,9-11 years,7.0
South Korea,> 20 years,4.0
Spain,0-2 years,337.0
Spain,12-14 years,101.0
Spain,15-17 years,72.0
Spain,18-20 years,63.0
Spain,3-5 years,375.0
Spain,6-8 years,220.0
Spain,9-11 years,175.0
Spain,> 20 years,58.0
Sri Lanka,0-2 years,144.0
Sri Lanka,12-14 years,4.0
Sri Lanka,18-20 years,2.0
Sri Lanka,3-5 years,118.0
Sri Lanka,6-8 years,53.0
Sri Lanka,9-11 years,16.0
Sudan,0-2 years,14.0
Sudan,3-5 years,2.0
Sudan,6-8 years,2.0
Suriname,15-17 years,1.0
Swaziland,0-2 years,2.0
Swaziland,3-5 years,1.0
Sweden,0-2 years,243.0
Sweden,12-14 years,62.0
Sweden,15-17 years,43.0
Sweden,18-20 years,59.0
Sweden,3-5 years,201.0
Sweden,6-8 years,194.0
Sweden,9-11 years,119.0
Sweden,> 20 years,57.0
Switzerland,0-2 years,182.0
Switzerland,12-14 years,69.0
Switzerland,15-17 years,35.0
Switzerland,18-20 years,39.0
Switzerland,3-5 years,226.0
Switzerland,6-8 years,132.0
Switzerland,9-11 years,95.0
Switzerland,> 20 years,54.0
Syrian Arab Republic,0-2 years,19.0
Syrian Arab Republic,12-14 years,1.0
Syrian Arab Republic,3-5 years,12.0
Syrian Arab Republic,6-8 years,4.0
Syrian Arab Republic,9-11 years,3.0
Taiwan,0-2 years,61.0
Taiwan,12-14 years,8.0
Taiwan,15-17 years,3.0
Taiwan,3-5 years,42.0
Taiwan,6-8 years,21.0
Taiwan,9-11 years,13.0
Taiwan,> 20 years,2.0
Tajikistan,3-5 years,1.0
Tajikistan,6-8 years,1.0
Tajikistan,9-11 years,1.0
Thailand,0-2 years,39.0
Thailand,12-14 years,7.0
Thailand,15-17 years,4.0
Thailand,18-20 years,5.0
Thailand,3-5 years,46.0
Thailand,6-8 years,20.0
Thailand,9-11 years,18.0
Thailand,> 20 years,9.0
The former Yugoslav Republic of Macedonia,0-2 years,16.0
The former Yugoslav Republic of Macedonia,15-17 years,1.0
The former Yugoslav Republic of Macedonia,3-5 years,13.0
The former Yugoslav Republic of Macedonia,6-8 years,8.0
The former Yugoslav Republic of Macedonia,9-11 years,5.0
Togo,0-2 years,1.0
Togo,12-14 years,1.0
Togo,15-17 years,1.0
Togo,3-5 years,1.0
Togo,6-8 years,1.0
Trinidad and Tobago,0-2 years,4.0
Trinidad and Tobago,12-14 years,1.0
Trinidad and Tobago,15-17 years,1.0
Trinidad and Tobago,18-20 years,1.0
Trinidad and Tobago,3-5 years,3.0
Trinidad and Tobago,6-8 years,4.0
Trinidad and Tobago,9-11 years,2.0
Tunisia,0-2 years,58.0
Tunisia,12-14 years,1.0
Tunisia,3-5 years,31.0
Tunisia,6-8 years,10.0
