Country,YearsCodePro,YearsCodeProCount
Thailand,3-5 years,46.0
Thailand,6-8 years,24.0
Thailand,9-11 years,24.0
Thailand,> 20 years,15.0
The former Yugoslav Republic of Macedonia,0-2 years,11.0
The former Yugoslav Republic of Macedonia,12-14 years,4.0
The former Yugoslav Republic of Macedonia,15-17 years,1.0
The former Yugoslav Republic of Macedonia,18-20 years,1.0
The former Yugoslav Republic of Macedonia,3-5 years,15.0
The former Yugoslav Republic of Macedonia,6-8 years,3.0
The former Yugoslav Republic of Macedonia,9-11 years,8.0
The former Yugoslav Republic of Macedonia,> 20 years,1.0
Timor-Leste,6-8 years,1.0
Togo,0-2 years,3.0
Trinidad and Tobago,0-2 years,3.0
Trinidad and Tobago,15-17 years,5.0
Trinidad and Tobago,3-5 years,2.0
Trinidad and Tobago,6-8 years,1.0
Trinidad and Tobago,9-11 years,2.0
Tunisia,0-2 years,41.0
Tunisia,12-14 years,2.0
Tunisia,15-17 years,1.0
Tunisia,18-20 years,2.0
Tunisia,3-5 years,21.0
Tunisia,6-8 years,6.0
Tunisia,9-11 years,5.0
Tunisia,> 20 years,5.0
Turkey,0-2 years,188.0
Turkey,12-14 years,49.0
Turkey,15-17 years,27.0
Turkey,18-20 years,24.0
Turkey,3-5 years,211.0
Turkey,6-8 years,134.0
Turkey,9-11 years,81.0
Turkey,> 20 years,13.0
Turkmenistan,0-2 years,3.0
Turkmenistan,3-5 years,2.0
Uganda,0-2 years,28.0
Uganda,12-14 years,1.0
Uganda,3-5 years,25.0
Uganda,6-8 years,4.0
Uganda,9-11 years,2.0
Ukraine,0-2 years,191.0
Ukraine,12-14 years,49.0
Ukraine,15-17 years,17.0
Ukraine,18-20 years,20.0
Ukraine,3-5 years,234.0
Ukraine,6-8 years,126.0
Ukraine,9-11 years,90.0
Ukraine,> 20 years,22.0
United Arab Emirates,0-2 years,11.0
United Arab Emirates,12-14 years,13.0
United Arab Emirates,15-17 years,4.0
United Arab Emirates,18-20 years,5.0
United Arab Emirates,3-5 years,41.0
United Arab Emirates,6-8 years,31.0
United Arab Emirates,9-11 years,15.0
United Arab Emirates,> 20 years,3.0
United Kingdom,0-2 years,878.0
United Kingdom,12-14 years,362.0
United Kingdom,15-17 years,282.0
United Kingdom,18-20 years,382.0
United Kingdom,3-5 years,1185.0
United Kingdom,6-8 years,782.0
United Kingdom,9-11 years,603.0
United Kingdom,> 20 years,612.0
United Republic of Tanzania,0-2 years,6.0
United Republic of Tanzania,12-14 years,1.0
United Republic of Tanzania,15-17 years,1.0
United Republic of Tanzania,3-5 years,13.0
United Republic of Tanzania,6-8 years,6.0
United Republic of Tanzania,> 20 years,1.0
United States,0-2 years,3343.0
United States,12-14 years,1330.0
United States,15-17 years,1005.0
United States,18-20 years,1305.0
United States,3-5 years,4480.0
United States,6-8 years,2710.0
United States,9-11 years,1964.0
United States,> 20 years,2222.0
Uruguay,0-2 years,21.0
Uruguay,12-14 years,4.0
Uruguay,15-17 years,5.0
Uruguay,18-20 years,5.0
Uruguay,3-5 years,31.0
Uruguay,6-8 years,15.0
Uruguay,9-11 years,19.0
Uruguay,> 20 years,4.0
Uzbekistan,0-2 years,9.0
Uzbekistan,12-14 years,1.0
Uzbekistan,15-17 years,1.0
Uzbekistan,18-20 years,1.0
Uzbekistan,3-5 years,9.0
Uzbekistan,6-8 years,5.0
Uzbekistan,9-11 years,2.0
"Venezuela, Bolivarian Republic of...",0-2 years,25.0
"Venezuela, Bolivarian Republic of...",12-14 years,2.0
"Venezuela, Bolivarian Republic of...",15-17 years,1.0
"Venezuela, Bolivarian Republic of...",18-20 years,1.0
"Venezuela, Bolivarian Republic of...",3-5 years,22.0
"Venezuela, Bolivarian Republic of...",6-8 years,5.0
"Venezuela, Bolivarian Republic of...",9-11 years,7.0
"Venezuela, Bolivarian Republic of...",> 20 years,6.0
Viet Nam,0-2 years,55.0
Viet Nam,12-14 years,2.0
Viet Nam,15-17 years,1.0
Viet Nam,18-20 years,4.0
Viet Nam,3-5 years,44.0
Viet Nam,6-8 years,24.0
Viet Nam,9-11 years,18.0
Viet Nam,> 20 years,5.0
Yemen,0-2 years,4.0
Yemen,3-5 years,4.0
Yemen,6-8 years,3.0
Zambia,0-2 years,5.0
Zambia,3-5 years,4.0
Zambia,6-8 years,1.0
Zimbabwe,0-2 years,8.0
Zimbabwe,3-5 years,10.0
Zimbabwe,6-8 years,5.0
