Country,LanguageWorkedWith,LanguageWorkedWithCount
Bolivia,Lua,2.0
Bolivia,Matlab,1.0
Bolivia,Objective-C,3.0
Bolivia,PHP,12.0
Bolivia,Python,8.0
Bolivia,Ruby,1.0
Bolivia,SQL,19.0
Bolivia,Scala,2.0
Bolivia,Swift,3.0
Bolivia,TypeScript,7.0
Bolivia,VB.NET,3.0
Bolivia,VBA,2.0
Bolivia,Visual Basic 6,3.0
Bosnia and Herzegovina,Assembly,7.0
Bosnia and Herzegovina,Bash/Shell,27.0
Bosnia and Herzegovina,C,15.0
Bosnia and Herzegovina,C#,45.0
Bosnia and Herzegovina,C++,34.0
Bosnia and Herzegovina,CSS,70.0
Bosnia and Herzegovina,CoffeeScript,5.0
Bosnia and Herzegovina,Delphi/Object Pascal,3.0
Bosnia and Herzegovina,Erlang,2.0
Bosnia and Herzegovina,F#,1.0
Bosnia and Herzegovina,Go,5.0
Bosnia and Herzegovina,Groovy,4.0
Bosnia and Herzegovina,HTML,72.0
Bosnia and Herzegovina,Hack,1.0
Bosnia and Herzegovina,Haskell,1.0
Bosnia and Herzegovina,Java,40.0
Bosnia and Herzegovina,JavaScript,68.0
Bosnia and Herzegovina,Julia,1.0
Bosnia and Herzegovina,Kotlin,8.0
Bosnia and Herzegovina,Lua,2.0
Bosnia and Herzegovina,Matlab,7.0
Bosnia and Herzegovina,Objective-C,7.0
Bosnia and Herzegovina,PHP,31.0
Bosnia and Herzegovina,Perl,5.0
Bosnia and Herzegovina,Python,25.0
Bosnia and Herzegovina,R,2.0
Bosnia and Herzegovina,Ruby,7.0
Bosnia and Herzegovina,SQL,60.0
Bosnia and Herzegovina,Scala,4.0
Bosnia and Herzegovina,Swift,7.0
Bosnia and Herzegovina,TypeScript,26.0
Bosnia and Herzegovina,VB.NET,6.0
Bosnia and Herzegovina,VBA,1.0
Bosnia and Herzegovina,Visual Basic 6,2.0
Botswana,Bash/Shell,2.0
Botswana,C#,1.0
Botswana,C++,1.0
Botswana,CSS,2.0
Botswana,Erlang,1.0
Botswana,Go,1.0
Botswana,HTML,2.0
Botswana,Java,3.0
Botswana,JavaScript,3.0
Botswana,PHP,1.0
Botswana,Perl,1.0
Botswana,Python,1.0
Botswana,SQL,2.0
Botswana,Swift,1.0
Brazil,Assembly,119.0
Brazil,Bash/Shell,626.0
Brazil,C,450.0
Brazil,C#,607.0
Brazil,C++,355.0
Brazil,CSS,1236.0
Brazil,Clojure,24.0
Brazil,Cobol,20.0
Brazil,CoffeeScript,60.0
Brazil,Delphi/Object Pascal,147.0
Brazil,Erlang,14.0
Brazil,F#,13.0
Brazil,Go,121.0
Brazil,Groovy,68.0
Brazil,HTML,1292.0
Brazil,Hack,1.0
Brazil,Haskell,42.0
Brazil,Java,948.0
Brazil,JavaScript,1359.0
Brazil,Julia,8.0
Brazil,Kotlin,102.0
Brazil,Lua,98.0
Brazil,Matlab,83.0
Brazil,Objective-C,117.0
Brazil,Ocaml,7.0
Brazil,PHP,672.0
Brazil,Perl,44.0
Brazil,Python,671.0
Brazil,R,123.0
Brazil,Ruby,221.0
Brazil,Rust,23.0
Brazil,SQL,1137.0
Brazil,Scala,38.0
Brazil,Swift,124.0
Brazil,TypeScript,304.0
Brazil,VB.NET,115.0
Brazil,VBA,108.0
Brazil,Visual Basic 6,82.0
Brunei Darussalam,C#,1.0
Brunei Darussalam,CSS,1.0
Brunei Darussalam,HTML,1.0
Brunei Darussalam,SQL,1.0
Bulgaria,Assembly,15.0
Bulgaria,Bash/Shell,90.0
Bulgaria,C,49.0
Bulgaria,C#,124.0
Bulgaria,C++,81.0
Bulgaria,CSS,204.0
Bulgaria,Cobol,1.0
Bulgaria,CoffeeScript,8.0
Bulgaria,Delphi/Object Pascal,15.0
Bulgaria,Erlang,2.0
Bulgaria,F#,3.0
Bulgaria,Go,14.0
Bulgaria,Groovy,6.0
Bulgaria,HTML,219.0
Bulgaria,Hack,1.0
Bulgaria,Haskell,9.0
Bulgaria,Java,120.0
Bulgaria,JavaScript,229.0
Bulgaria,Kotlin,8.0
Bulgaria,Lua,10.0
Bulgaria,Matlab,9.0
Bulgaria,Objective-C,19.0
Bulgaria,Ocaml,1.0
Bulgaria,PHP,104.0
Bulgaria,Perl,5.0
Bulgaria,Python,85.0
Bulgaria,R,9.0
Bulgaria,Ruby,22.0
Bulgaria,Rust,5.0
Bulgaria,SQL,169.0
Bulgaria,Scala,5.0
Bulgaria,Swift,13.0
Bulgaria,TypeScript,72.0
Bulgaria,VB.NET,15.0
Bulgaria,VBA,12.0
Bulgaria,Visual Basic 6,6.0
Burkina Faso,Assembly,1.0
Burkina Faso,C++,1.0
Burkina Faso,CSS,1.0
Burkina Faso,HTML,1.0
Burkina Faso,Java,1.0
Burkina Faso,JavaScript,1.0
Burkina Faso,PHP,1.0
Burkina Faso,SQL,1.0
Burundi,Bash/Shell,1.0
Burundi,CSS,1.0
Burundi,HTML,1.0
Burundi,JavaScript,1.0
Burundi,Python,1.0
Burundi,SQL,1.0
Cambodia,Assembly,5.0
Cambodia,Bash/Shell,5.0
Cambodia,C,13.0
Cambodia,C#,12.0
Cambodia,C++,13.0
Cambodia,CSS,23.0
Cambodia,Clojure,1.0
Cambodia,CoffeeScript,4.0
Cambodia,Erlang,2.0
Cambodia,F#,1.0
Cambodia,Go,1.0
Cambodia,Groovy,2.0
Cambodia,HTML,24.0
Cambodia,Hack,2.0
Cambodia,Haskell,1.0
Cambodia,Java,24.0
Cambodia,JavaScript,24.0
Cambodia,Julia,1.0
Cambodia,Kotlin,3.0
Cambodia,Lua,2.0
Cambodia,Matlab,5.0
Cambodia,Objective-C,2.0
Cambodia,PHP,19.0
Cambodia,Python,9.0
Cambodia,R,2.0
Cambodia,Ruby,4.0
Cambodia,SQL,20.0
Cambodia,Scala,1.0
Cambodia,Swift,3.0
Cambodia,TypeScript,6.0
Cambodia,VB.NET,6.0
Cambodia,VBA,3.0
Cambodia,Visual Basic 6,5.0
Cameroon,Assembly,4.0
Cameroon,Bash/Shell,6.0
Cameroon,C,11.0
Cameroon,C#,6.0
Cameroon,C++,7.0
Cameroon,CSS,23.0
Cameroon,Delphi/Object Pascal,2.0
Cameroon,Erlang,1.0
Cameroon,HTML,22.0
Cameroon,Haskell,1.0
Cameroon,Java,22.0
Cameroon,JavaScript,17.0
Cameroon,Matlab,5.0
Cameroon,Ocaml,2.0
Cameroon,PHP,20.0
Cameroon,Perl,1.0
Cameroon,Python,11.0
Cameroon,R,2.0
Cameroon,SQL,18.0
Cameroon,TypeScript,5.0
Cameroon,VB.NET,2.0
Cameroon,VBA,1.0
Cameroon,Visual Basic 6,2.0
Canada,Assembly,200.0
Canada,Bash/Shell,1286.0
Canada,C,594.0
Canada,C#,991.0
Canada,C++,706.0
Canada,CSS,1800.0
Canada,Clojure,45.0
Canada,Cobol,23.0
Canada,CoffeeScript,110.0
Canada,Delphi/Object Pascal,59.0
Canada,Erlang,40.0
Canada,F#,47.0
Canada,Go,244.0
Canada,Groovy,120.0
Canada,HTML,1865.0
Canada,Hack,7.0
Canada,Haskell,68.0
Canada,Java,1148.0
Canada,JavaScript,1937.0
Canada,Julia,25.0
Canada,Kotlin,97.0
Canada,Lua,118.0
Canada,Matlab,151.0
Canada,Objective-C,202.0
Canada,Ocaml,11.0
Canada,PHP,724.0
Canada,Perl,156.0
Canada,Python,1246.0
Canada,R,155.0
Canada,Ruby,369.0
Canada,Rust,86.0
Canada,SQL,1517.0
Canada,Scala,105.0
Canada,Swift,220.0
Canada,TypeScript,504.0
Canada,VB.NET,227.0
Canada,VBA,165.0
Canada,Visual Basic 6,111.0
Cape Verde,C#,1.0
Cape Verde,C++,1.0
Cape Verde,Java,1.0
Cape Verde,JavaScript,1.0
Cape Verde,PHP,1.0
Cape Verde,SQL,1.0
Central African Republic,Assembly,1.0
Central African Republic,Bash/Shell,1.0
Central African Republic,C,1.0
Central African Republic,C++,1.0
Central African Republic,CSS,1.0
Central African Republic,Cobol,1.0
Central African Republic,CoffeeScript,1.0
Central African Republic,Delphi/Object Pascal,1.0
Central African Republic,Erlang,1.0
Central African Republic,Groovy,1.0
Central African Republic,HTML,1.0
Central African Republic,Hack,1.0
Central African Republic,JavaScript,1.0
Central African Republic,Kotlin,1.0
Central African Republic,Matlab,1.0
Central African Republic,Objective-C,1.0
Central African Republic,Ocaml,1.0
Central African Republic,Python,1.0
Central African Republic,R,1.0
Central African Republic,Ruby,1.0
Central African Republic,Rust,1.0
Central African Republic,SQL,1.0
Central African Republic,Scala,1.0
Central African Republic,Swift,1.0
Central African Republic,TypeScript,1.0
Central African Republic,VB.NET,1.0
Central African Republic,VBA,1.0
Central African Republic,Visual Basic 6,1.0
Chile,Assembly,5.0
Chile,Bash/Shell,66.0
Chile,C,35.0
Chile,C#,47.0
Chile,C++,25.0
Chile,CSS,111.0
Chile,Clojure,3.0
Chile,Cobol,2.0
Chile,CoffeeScript,9.0
Chile,Delphi/Object Pascal,2.0
Chile,Erlang,2.0
Chile,Go,10.0
Chile,Groovy,8.0
Chile,HTML,119.0
Chile,Haskell,2.0
Chile,Java,90.0
Chile,JavaScript,132.0
Chile,Julia,2.0
Chile,Kotlin,8.0
Chile,Lua,3.0
Chile,Matlab,12.0
Chile,Objective-C,15.0
Chile,PHP,66.0
Chile,Perl,6.0
Chile,Python,77.0
Chile,R,25.0
Chile,Ruby,33.0
Chile,Rust,2.0
Chile,SQL,125.0
Chile,Scala,4.0
Chile,Swift,14.0
Chile,TypeScript,27.0
Chile,VB.NET,17.0
Chile,VBA,12.0
Chile,Visual Basic 6,11.0
China,Assembly,25.0
China,Bash/Shell,172.0
China,C,153.0
China,C#,117.0
China,C++,150.0
China,CSS,234.0
China,Clojure,4.0
China,Cobol,6.0
China,CoffeeScript,11.0
China,Delphi/Object Pascal,4.0
China,Erlang,4.0
China,F#,3.0
China,Go,35.0
China,Groovy,11.0
China,HTML,262.0
China,Haskell,8.0
China,Java,260.0
China,JavaScript,298.0
China,Julia,4.0
China,Kotlin,23.0
China,Lua,24.0
China,Matlab,42.0
China,Objective-C,58.0
China,Ocaml,5.0
China,PHP,81.0
China,Perl,18.0
China,Python,245.0
China,R,33.0
China,Ruby,28.0
China,Rust,8.0
China,SQL,209.0
China,Scala,19.0
China,Swift,55.0
China,TypeScript,50.0
China,VB.NET,13.0
China,VBA,16.0
China,Visual Basic 6,17.0
Colombia,Assembly,12.0
Colombia,Bash/Shell,63.0
Colombia,C,31.0
Colombia,C#,79.0
Colombia,C++,49.0
Colombia,CSS,185.0
Colombia,Clojure,3.0
Colombia,Cobol,2.0
Colombia,CoffeeScript,7.0
Colombia,Delphi/Object Pascal,5.0
Colombia,Erlang,5.0
Colombia,F#,3.0
Colombia,Go,13.0
Colombia,Groovy,5.0
Colombia,HTML,197.0
Colombia,Haskell,4.0
Colombia,Java,131.0
Colombia,JavaScript,204.0
Colombia,Kotlin,15.0
Colombia,Lua,3.0
Colombia,Matlab,26.0
Colombia,Objective-C,20.0
Colombia,PHP,118.0
Colombia,Perl,6.0
Colombia,Python,97.0
Colombia,R,12.0
Colombia,Ruby,37.0
Colombia,Rust,2.0
Colombia,SQL,159.0
Colombia,Scala,11.0
Colombia,Swift,28.0
Colombia,TypeScript,54.0
Colombia,VB.NET,14.0
Colombia,VBA,10.0
Colombia,Visual Basic 6,14.0
"Congo, Republic of the...",Assembly,1.0
"Congo, Republic of the...",Bash/Shell,1.0
"Congo, Republic of the...",C,3.0
"Congo, Republic of the...",C#,2.0
"Congo, Republic of the...",C++,3.0
"Congo, Republic of the...",CSS,4.0
"Congo, Republic of the...",HTML,3.0
"Congo, Republic of the...",Java,3.0
"Congo, Republic of the...",JavaScript,3.0
"Congo, Republic of the...",PHP,2.0
"Congo, Republic of the...",Python,2.0
"Congo, Republic of the...",Ruby,1.0
"Congo, Republic of the...",SQL,2.0
"Congo, Republic of the...",TypeScript,1.0
Costa Rica,Assembly,10.0
Costa Rica,Bash/Shell,26.0
Costa Rica,C,20.0
Costa Rica,C#,27.0
Costa Rica,C++,17.0
Costa Rica,CSS,56.0
Costa Rica,Clojure,1.0
Costa Rica,CoffeeScript,1.0
Costa Rica,Delphi/Object Pascal,1.0
Costa Rica,F#,1.0
Costa Rica,Go,4.0
Costa Rica,Groovy,3.0
Costa Rica,HTML,58.0
Costa Rica,Haskell,3.0
Costa Rica,Java,48.0
Costa Rica,JavaScript,60.0
Costa Rica,Kotlin,5.0
Costa Rica,Lua,3.0
Costa Rica,Matlab,5.0
Costa Rica,Objective-C,5.0
Costa Rica,Ocaml,1.0
Costa Rica,PHP,27.0
Costa Rica,Perl,2.0
Costa Rica,Python,27.0
Costa Rica,R,7.0
Costa Rica,Ruby,8.0
Costa Rica,Rust,2.0
Costa Rica,SQL,52.0
Costa Rica,Scala,1.0
Costa Rica,Swift,9.0
Costa Rica,TypeScript,19.0
Costa Rica,VB.NET,13.0
Costa Rica,VBA,6.0
Costa Rica,Visual Basic 6,4.0
Croatia,Assembly,14.0
Croatia,Bash/Shell,52.0
Croatia,C,36.0
Croatia,C#,71.0
Croatia,C++,46.0
